sentence	label
야동용으로 보려한사함들 반성해라 ㅡㅡ 보는내내 제시카알바 겁나귀여웟고 남자주인공도 괜찮앗다. 스토리도 뻔한스토리라고 볼수잇지만 배우들의 귀여움과 코믹함으로 다 커버쳐 줫다.	스토리/구성
스토리에 비해 연출이 아까움. 편안한 연출, 불편한 스토리.	스토리/구성
원작 요소들의 적절한 활용과 흥미로운 소재에도, 최악의 조명에 B급 영화로 전락.	스토리/구성
깊이가 있고 살면서 꼭한번 봐야할 영화인것같습니다 스토리 탄탄하네요	스토리/구성
돈 주고 본게 너무 아깝고 분해서 처음으로 평점 하나 날린다 연기도 그렇고 그래픽도 그렇고 스토리도 그렇고 모든게 엉성한 영화임배우들 발연기 죽여줌,,,, 중국 무협의 향수로 혹시나 하고 봤지만 역시나 였고 그 역시나 중에 최악임	스토리/구성
제레미 데이비스의 연기는 좋았으나 스토리는 흥미롭지 못하다.	스토리/구성
액션조 짱이고 여운도 짱이고, 캐스팅도 짱 스토리도 짱!정말 잼있게 본 들마였어요><!!	스토리/구성
배우들의 연기란 이것이다란 것과잘 된 각본이 무엇인지 보여주는 영화	스토리/구성
내 스타일은 아니다. b급을 지향하지만 어설픈 연기와 중2병급 스토리는 참기 힘들었다.	스토리/구성
신인작가가 쓴 단막극장 정도 스토리에 배우들은 다 하급이고 연기력도 하류	스토리/구성
20년 전이나 먹힐 소재	스토리/구성
진짜 구성 연출 연기 스토리 모든면에서 경악스러웠다. 악마의 영화.	스토리/구성
정말 색깔있고 느낌좋은스토리	스토리/구성
볼만함. 8점정도는 되는거같은데 문란한 스토리땜에 1점짜리를 많이받아 그런거같음.	스토리/구성
소재는 좋으나 매우지루함..	스토리/구성
한국영화는 x이다 지루해 너무지루해자꾸 억지감정 끌어내려고 하면 감정이입이 되겟는가스토리가 좋던 나쁘던 중요한게 아니다 마인드가 중요하지 마음으로 진심을 다해서 만들어라글고 배우들 눈알연기 리액션좀 자제하자 연기는 마음으로 진심으로 해주세요	스토리/구성
소재가 신선하네요 !	스토리/구성
전설! 오배넌의 정밀한 각본! 존-바뎀의 힘찬 연출! 냉혹한 두 명배우의 대결! 혼자서 전투기 편대를 잡고, 공중 덤블링하고, 도심 상공을 질주하며 테러를 소탕하는 슈퍼-헬리콥터! 천둥은, 주인에 따라 천사도 괴물도 되는 법! 21세기 공중전의 서막!	스토리/구성
평점이 너무 높다 난 개인적으로 애매모한 영화가 싫다. 웃음소재도 그닥...	스토리/구성
정말 최악의 영화입니다...뻔한 스토리 현실적이지도 굉장히 로코같지도 않은 애매한 스토리에.. 배우에 매력도 한껏 뽑아내지 못하고... 스토리표현방법도 ... 진짜 지루합니다...	스토리/구성
멋있지도 않고 오글거리고 스토리며 개연성도 부족하고 히로인도 매력없고 시간아까움	스토리/구성
나름 꿀잼 ㅎㅎ 내가 원했던 스토리의 영화 ㅋㅋ	스토리/구성
인간의 억눌린 욕구및 그해소를 물질 만능주의와 결합해서 결국 유지되는 부정적인 사회 모습을 소재로했으나 그로인한 범죄율 감소? 오히려 모든걸 한순간에 잃어 복수에 미쳐 날뛰는자들이더많을듯.	스토리/구성
이거보고 그래픽은 헐리우드인데 스토리가 용가리 수준이라고 했다가 주위사람들 한테 집중공격 당한게 생각나는구만.진짜 내가 본 영화중에 스토리가 이렇게 형편없는 영화는 다시 보기 힘들듯ㅉㅉ	스토리/구성
영상은 볼만했으나 스토리가 영상미마저 허접스럽게 만듦 제작비가 아쉬운 영화	스토리/구성
제목도 아류 스토리도 아류 김승우도 아류	스토리/구성
일판에 비하면 한참 떨어지는 졸작중에 졸작..... 스토리나 수술장면이나 여러곳에서 말이지...	스토리/구성
내가 좋아하는 배우들 많이 출연해서 악플은 안 단다.이 막장스토리에 배우들 연기는 정말 잘하네김응수.성동일 배우때문에 10점 줌.	스토리/구성
소재는 기발하지만 허술하다.	스토리/구성
재미도 없고 감동도 없고 스토리도없고 뜬금없고	스토리/구성
와...스토리 연기력 진짜 쩐다...이것이 영화지	스토리/구성
저예산이라고 봐주기엔..연기도 스토리도 화면도 너무 형편없다..관객이 돈을 지불하고 봐야할 이유가 없는 영화인듯.	스토리/구성
그냥 만들기라도했다고 3점이라는 후한점수 퀄리티가 높다는 평은 무슨소리인지모르겠음 스토리도 질이 너무떨어짐 옴니버스식인데 너무 딱딱끊어져서 다음이야기인지도모르겠음 기법만 볼만함 이영화 1시간을 돈주고 볼바에 픽사 단편애니 20분짜리를 그돈주고 보겠음	스토리/구성
스토리 아쉽고, 무얼 말하려는 영화인건지,,	스토리/구성
박신양 오버연기... 쥐어짜는 스토리도 별루.	스토리/구성
짧고 굵게 화끈한 영화ㅎㅎ 무삭제판도 스토리가 풍부해져서 재밌어요! 북미판이라 해외배송을 해야 되지만..	스토리/구성
스토리 쓰레기, 연기력 쓰레기, 브루스 10분 나오고..보면서 짜증 제대로	스토리/구성
엉성함과 황당한 스토리.. 막판 10여분으로 100분이 메꿔지지 않는다.	스토리/구성
ㅋㅋㅋ 애들이 주연으로 등장하고 눈물 연기 찍어놨는데도 감동없는 영화는 드물지 않나?? 80년대도 아니고 말이지, 스토리도 공감 안되고ㅋㅋㅋ 보다가 눈물?? 시끄러워서ㅋㅋ 차라리 옛날 영화 라이온킹 하쿠나마타타 한번 더 보는걸 추천.ㅋ	스토리/구성
스토리 발로씀. 초딩수준	스토리/구성
도전적인 19금 코미디가 될 수 있을 소재인데, 영화는 뻔한 내용에 지루한 개그들만 늘어놓는다.	스토리/구성
캐릭터마다 각자 개성이 있어서 재밌고 스토리도 재밌었다!!!기대 엄청하고 봤는데도 절대 실망주지 않았던 영화!!여자들이 좋아하긴 할거같다 ㅋㅋ	스토리/구성
박중훈씨는 사람이 밝아서 그런가 너무 해피엔딩을 좋아해. 이 스토리에서 좋게 끝내려니까 완전 어색하잖아	스토리/구성
엉성한 구성	스토리/구성
이거 진심 재미없음 영상미는 트랜스포머수준인데 스토리는 이리로 갔다 저리로 갔다 여자주인공은 이리저리 끌려다니고 시간 버리고 싶으면 보는게 좋을듯	스토리/구성
스토리가 전개가 너무 별로네.. 이건 뭐 옛날영화 죠스보다 못하는 수준	스토리/구성
그리 잼있지 않구나.. 띄엄띄엄 스토리전개 실망..	스토리/구성
신하균 연기 대단하다 스토리도 이정도면 괜찮다	스토리/구성
1탄보다 재미없다 초반부 스토리전개가 너무 느린듯 하다 보다가 중간에 지루함을 느껴서 깜빡잠이 들정도로..	스토리/구성
애니메이션 완전 조아~~~웬만한 어설픈 사람 얘기보다 동물 스토리가 훨~훌륭했던 한편의 감동 애니메이션이었어요. 강추~!	스토리/구성
긴장감없고 어설픈 스토리의 최악의 스릴러	스토리/구성
볼만은하나,독립영화치고너무흔해빠진스토리아입니까 독립영화특유의매력이없음	스토리/구성
재밌다! 내용도 신선하고 의미도있으며 연기도 좋고 영상도좋다~~	메세지/의미
도가 지나친 신앙심의 말로. 종교인에게도 비종교인에게도 전하는 메세지가 뚜렷해서 좋음. 강추~!!	메세지/의미
하감독님 21세기는 순정영화도 시가 아니라 긴장감과 메시지가 있어야 먹힌 답니다.	메세지/의미
정말 의미있는 영화. 좋은 주제를 잘 찍었다.	메세지/의미
저기...전하고자 하는 메시지가..	메세지/의미
담으려는 의미는 좋았으나 노골적이고 엉성하고 어설퍼서 집중하기 어려웠던 영화.	메세지/의미
이런 스타일 영화가 참 좋은데 21세기에 들어선 이후로는 주로 블록버스터가 많아서 나오지 않는 것 같다. 전하는 메세지도 있어서 더욱 좋다.	메세지/의미
옛날에 봐서 기억이 가물가물했는데 충격적이었던 결말만은 영화를 다시보는 내내 떠올랐다. 결말이 뭘 의미하는지 까지는 기억이 나지 않았다. 그때 당시의 충격으로 마지막 장면이 머리에 박힌것같다. 다시보고나니 잊을수 없을만한 장면이 맞는것같다.	메세지/의미
트레버로 부터 받은 메세지..	메세지/의미
작위적이고 뻔한데 메시지만 강요.	메세지/의미
그림 막 거지같이 그려놓고 깊은 의미가 있다고 찾으라는 격...많이 모자라는 영화..	메세지/의미
역사 의식의 의미 조차도 모르는 늙은 쥐색히가 역사를 모독하였으니 극형에 처해야 마땅하다.	메세지/의미
마지막 싸움신은 록키시리즈중에서도 최고. 의미적으로도 딸리지않다.	메세지/의미
재미도 메세지 전달도 실패	메세지/의미
관객을 조롱하는 영화. 의미없는 러닝타임	메세지/의미
진짜영화많이보고 완전쓰레기같은영화도 욕하면서도 끝까지는 다보는데, 이 영화는 진짜 보는내내 너무 지루하고졸려서 잠들길 두번. 삼일만에 겨우 엔딩봣다ㅡㅡ 진짜 지루하고의미도 없는 영화. 이런 막장콩가루집안을 그려서 감독은 뭘 말하고 싶은지..	메세지/의미
홈비디오 이전 포르노 전용관 시절에 만든 그냥 성인물같다.. 사람들이... 너무 많은 의미부여를 하는 것 같다...전혀 에로틱하지도 않고 그저 고어물처럼 징그럽고 기괴할 뿐...흥행도 별로였을 것 같고 그저 스케일만 큰 실패작인 것 같다.	메세지/의미
사다코2는 3D + 스마트폰 4D 없이는 의미가 없는 영화	메세지/의미
영화가 끝날 때 마치 멜로 영화를 본 것 같았다.한 남자,한 천재가 사랑하는 사람에 의해 삶의 의미를 찾고 그 사람을 위해 모든 것을 헌신하는 모습에 감동받았다.	메세지/의미
우연찮게 보다가 한 여자의 삶에 동화되어 눈물지었네요 궁금한거 하나 크리스가 기도하자며 웃옷을 벗었을떄 예수님의 형상이 왜 나왔는지 알겠어요 죄책감에서 벗어나라는 메세지죠	메세지/의미
이 영화의 평점이 의미없는이유전국관객수 53명인데 리뷰는 100개가 넘는다는점알바그만하시죠?	메세지/의미
날 사랑해주는 사람들을 다시 한번 생각하게 만드는 의미있고 감동있는 영화	메세지/의미
Gr도 풍념이다 ㅋㅋ 메세지를 전하려면 개연성이나 보기 좋게 전달하지 이딴식으로 역겹게 표현해야했냐 1시간은 그나마 봐줄만한데 가면갈수록 개막장 스토리에 진자 답이안나온다	메세지/의미
미국여성이 지휘한작전아래 아랍여성이 의미없이 죽는 장면이 나올땐 왠지모를 구역질이 난다. 테러에 테러로 응해 수장을 잡은것은 전쟁영화니까 리얼함에서 인정하겠지만 마지막장면은 너무 전형적이라서 좀 짜증난다. 잘만든 영화이지만 감동을 주는 영화는 아님	메세지/의미
아무리 발버둥쳐도 어느 거리 이상 가까워질 수 없는, 그 사람이 싫은 게 아니라 본질적으로 너무나도 나와 다른 사람의 존재를 겪어보았다면 이 영화가 조금은 의미있게 다가올 듯 하다.	메세지/의미
다큐보다 전해지는 메세지도 없고 그렇다고 다른 영화보다 재밌는 것도 없고... 머 이래저래 애중간한 영화다	메세지/의미
보지마십시오 시간이 남으신다면 의미있는곳에 쓰기바랍니다	메세지/의미
홍콩판 씬씨티 그치만 나름 전달하려는 메시지도있고 아주 재미있게봤어요.	메세지/의미
알다가도 모르겠지만 의미있는 영화라는건 확신한다	메세지/의미
현란하고 정신없으며 자극적인 영상들로 가득하지만, 이게 공포나 스릴로 이어지진 않는다. 교회, 성흔, 복음서 등 기독교 요소는 의미 있는 무언가를 만들지도 못한다.	메세지/의미
대단하다.. 물론 원작에는 못미쳤지만 그 거대한분량과내용을 2시간도 안되는 시간으로 만들어낼수있다니 영화도 훌륭하지만 원작자체가 너무훌륭하고 많은내용과 의미를 내포하고있어서 다풀어내기에는 확실히 역부족이었겠지그래도 출연배우들 다나와서 정말 아련했다	메세지/의미
메세지 전달에 포르노 수준의 장면들이 필요했던 것일까 관심이 필요했던 것일까	메세지/의미
지금 나오는 영화들보다 어쩌면 그 시대적 배경을 잘 묘사하고 전달하고자 하는 메세지도 잘 전달한 것 같습니다. 너무 감동받았습니다.	메세지/의미
로드 투 퍼디션 보다 재미 있고, 의미있다.. 근데 로드 투 퍼디션 이랑 중요한 설정이 완전 똑같은데.. 이거 머임? 표절? 리메이크?	메세지/의미
영화의 의미를 파악할수 없었다. 장면 연결이 부실하게 느껴졌다.	메세지/의미
3가지의 에피소드가 많은걸 의미한다..강추	메세지/의미
내 살면서 이런 영화는 첨 보네. 스토리도 없고, 주인공이 별다른 능력도 없고, 아무 의미없는 대사만 느릿느릿 국어책 읽듯 읊어대고, 어떻게 끝나나 겨우 봤더니 정말 황망하게 끝나네. 혹시라도 볼 사람 있을까봐 글 남깁니다. 절대 보지 마시길.	메세지/의미
메시지를 전달 하려고 했는데...시나리오가 개차반...ㅉ	메세지/의미
다시 보게 되는 영화. 대외 홍보 내용과는 달리 작품 속에 묻어나는 메세지와 표현이 독특하다.	메세지/의미
① 지금에 와선 역사적 의미 밖엔 없는 영화인데, 평점을 높게 주는 건 ..	메세지/의미
단순하게 보면 재미있겠지만 그속에 담긴 메시지는 결코 곱게만 볼 수 없다.	메세지/의미
어린이 만화에서 필수 코드인 용기와 열정뿐 아니라 낯선세계 속에서 성장하는 아이들과 디지몬들의 모험속에 담긴 인상적인 메시지까지. 어린이 만화라는 타이틀을 집어던지고 비교해봐도 역대 애니메이션들 중에서도 꼽을 만한 명작이다.	메세지/의미
충분히 잘만들 수 있는 소재인데배우들의 다소 어설프고 과장된 연기와몇몇 무의미한 부분에 집착하는 연출이제 살 깎아먹은 꼴이 되어버렸다	메세지/의미
전 의미 있는 노래를 매우 좋아합니다. 노래를 부르는 데 목소리도 빠지면 안 된다고 생각합니다. 그게 빠지면 보기 싫어요.	메세지/의미
뻔하디 뻔한 3류 액션 첩보물. 배우들의 연기력은 너무나도 어색해서 보는 내가 다 민망해지고 거기에 한방씩 맞아주며 쓰러지는 악당들에게 한심함마저 느껴질 정도... 칭찬을 하려해도 할 곳이 없는, 어떤 의미론 정말 굉장한 영화	메세지/의미
백설공주라는 데 의미가 전혀 없는 것 같아. 보면 후해할 겁니다.	메세지/의미
이거 감독이 누가 길예르모래?뭣도 모르면서 판의미로 감독 명성 더럽히는데ㅋㅋ니들도 여기 애 아빠랑 다를거 없어	메세지/의미
와..이영화 머임? 강동원 얼굴볼라고 끝까지봤다만 보는내내 오글거림으로 고문당하는 느킴ㅜㅜ 재미도 감동도 의미도 없는 영화	메세지/의미
합당한 복수라고 해서 재밌을거란 의미는 아니다 ㅡㅡ	메세지/의미
마지막이 좀 씁슬하지만 의미가 확실한 영화/ 배우들의 명연도 한 목 하였다.	메세지/의미
어려운영화다 뭔가 의미있는 말들이 많이 오간것같은데 잘 이해를 하지못했음ㅋ 스토리전개도 지루했고 개봉전부터 많이 기대했었는데 보고나니 별로였다	메세지/의미
지루하다. 한 없이 늘어진다. 평범한 미스터리 추리극 가지고는 흥행이 될 수 없음을 여실히 드러낸 영화. 집단 이기주의에 대한 메세지 말고는 그 어떤 감정도 느낄 수 없었다.	메세지/의미
당시 한국 공포영화로서의 의미는 있겠지만, 영화 자체는 재미가 없다.	메세지/의미
쓸데없이 평점 높은 영화. 아무런 스릴감도 없고 재미도 없고 무섭지도 않고 의미도 없고. 제목이 제일 무섭고 제목만 재미있어 보임. 7점대 평점에 낚였다.	메세지/의미
감독이 전하는 메시지는 좋았으나... 주인공 남, 여 빼고 외 남자 3명이 받쳐줘야하는 부분에서 연기력이나 행동들이 너무 성의없이 보였다.. 1인4역보다 1인 다역을 하는게 평점은 더 좋지 않았을까? 평점은 남여각각 3점 감독3점 남자3명 -2점	메세지/의미
의미있는영화 잘봤습니다	메세지/의미
2 % 아쉽다는 평이 생각보다 많네... 개인적으로 내가 본 최고의 극장판이였다. 게다가 원작에 전혀 꿀릴 것 없는 스토리,메시지, 그리고 원작을 뛰어넘는 퀄리티는 환상적이고.	메세지/의미
영화의 80%까지는 아무런 재미도 의미도 없이 흘러가다가 마지막 20%에서 뭔가 보여줄 듯 자세만 잡고 결국 아무 것도 보여줄 게 없었던 영화.. 핸드헬드는 이제 좀 그만 써먹기를..	메세지/의미
메세지를 위해 무참히 희생되는 개연성,도덕성,현실성	메세지/의미
8점을 하고싶으나 평점이 좀 낮아서... 9점 클릭 했어요 그리고 영화가 전하고자하는 메시지가 상당히 많고 좋았습니다. 예지원씨 연기력도 굳!	메세지/의미
군더더기 없는 연출과 사무라이 전투씬이 볼만했고, 대의라는게 과연 무슨의미일까 라는 의문 또한 남겨준다.	메세지/의미
기대가 되는 영화네요 다른의미로	메세지/의미
대부분 가볍게 킬링타임용으로 보기 좋다는 평이라 의외네요. 단순히 킬링타임용은 아닌거 같고, 주인공의 환경이 던지는 메시지가 있는 영화인거 같습니다. 정말 괜찮은 영화입니다. 추천~	메세지/의미
정말 강력한 메시지. 이렇게 직설적인 영화 오랫만. 정경호 연기 정말 좋다.	메세지/의미
"""영화 의미를 못찾고 있다가 이지혜 저널리스트 평가글 보고 수정함 딱 그분 말 그대로입니다 """"신이든, 술이든 붙잡을 것이 없으면 살아갈 수 없는 인간의 연약한 본질"""" 내용 흐름이며 배우들연기 훌륭하고 좋은 영화라 생각합니다"""	메세지/의미
50년이훨씬지났지만 지금봐도 전혀촌스럽지않은 명품스릴러 새파랗게젊은시절의알랑드롱 지금시선으로봐도최고의미남	메세지/의미
평점이 너무 높다. 던지는 주제는 알겠다만 제대로 전달을 못한걸 난해하다고 표현하는 분들이 많다. 전반의 몰아치듯 던저주는 질문과 메세지는 후반부에 들어서자 그 버거움에 스스로를 옭아맸다. 8점까지는 가지못한다.	메세지/의미
어떻게 생각하느냐에 따라 다른듯 사람들이 왜 욕하는지 이해는 가지만 그래도 꽤 의미가 있는 영화였음 평점 올리려고 10점 남긴다	메세지/의미
토비.리즈의 풋풋한 모습도 의미가 있지만 작품 완성도에서도 훌륭하다고 생각합니다.	메세지/의미
감독이 자신의 메세지를 전달하지 않고 관객에게 해석을 떠 넘기는 전형적인 싸구려다. 결국 메세지가 없는 영화는 쓰레기라는건 평범하지만 당연한 원칙이다 . 똥 싸놓고 된장이라고 우긴다는 표현이 이 영화에 딱 맞는다.	메세지/의미
몇년 사이에 평점이 무진장 높아졌네.. 좋은 메세지가 담겨있지만 다시봐도 여전히 지루한 연출.. 6점!	메세지/의미
불륜영화가 아니라 인권영화였다. 강한 메세지가 돋보이는 수작.	메세지/의미
이영화가 남겨준의미가 도대체뭔지 한번 물어나보자라니?? 볼줄모르면 그냥 영화를보지말지 잘만들어논영화를 1점주고 어휴 수준이하	메세지/의미
지루함의 연속 큰 의미도 없다.	메세지/의미
유재석도 유재석이지만 애니영화 중 이렇게 강한 메시지를 줄수있는 영화가 있을까? 솔직히 애니영화지만 뭔가 큰교훈을 얻은듯 했다	메세지/의미
뭔가메세지가담겨있는것은같은데....도통뭔지를모르겠어요!냉정하게평가합니다.	메세지/의미
고딩일진 영화가 아니다. 공감할만하고 메시지가 있는 영화다	메세지/의미
부부간의 사랑의 의미를 되새겨볼 수 있는 좋은 영화	메세지/의미
별 의미 없는 영화에서 의미를 찾는 것은 골 아픈 일이다. 9곡이 넘던데...	메세지/의미
의미를 찾을내야 찾을 수 없다. 아이고 의미 없다.	메세지/의미
아, 최고!!! 제목의의미를수십번곱씹어보게되는...추천합니다.	메세지/의미
최고의미드다..	메세지/의미
최고의 영화입니다. 스토리, 배경, 음악, 메시지 모두 훌륭하네요	메세지/의미
감독님과 학생들, 관계자분들이 너무 고생이 많았을거 같아요~ 그 덕분에 저는 편안한 극장 안에서 더 넓은 세상과 지난 제 삶을 돌아보는 의미있는 시간을 보낼 수 있었습니다. 절망 속에서 피어난 희망.. 평생 잊지 못할 소중한 영화가 될거 같습니다^^	메세지/의미
의미를 좀 알고보시길... 우리나라 포스터부터 바꿔야할듯^ ^	메세지/의미
영화보고 바로 감독검색해보긴 처음이네.머 이딴영화가 다 있어. 다보고 나면 완전 짜증나는영화.반전도 없고 메세지도 없고 있는척은 있는대로 다해놓고 17년전의 약속같은 소리한다.진짜.ㅡ.ㅡ;	메세지/의미
혐오스런 마츠코의 일생과 동급, 혹은 그 이상으로 놓고 추천을 하길래 봤더만, 에라, 똥 밟았다. 감독이 던지려는 메세지는 뭔지 알겠으나, 전개방식이 개같다. 뚝뚝 끊겨. 불친절한 감독의 자위물. 빠들은 필시 들뢰즈, 라깡 읽고 개소리 후까시잡는부류.	메세지/의미
따뜻하고 아기자기하면서도 발칙한 스토리. 애기들의 귀여움도 귀여움이지만 남편과 바람핀 여자의 화장품가게를 엉망으로 만드는 영화 라붐의 한장면을 보며 웃는 콜레트의 모습이 현실적이고 씁쓸하다. 사랑과 죽음의 의미를 되새기면서도 귀여웠던 영화.	메세지/의미
소오강호 바로 인생무상, 무협이지만 정말 의미있습니다	메세지/의미
기존에 나온 총쏘고 부시는 전쟁 영화가 아닌 의미있는 영화였다... 감동 ㅠㅠ	메세지/의미
감독의 의도는 인간의 잔인성을 통해 현대인의 이기주의를 파헤친다고는 하지만, 특히 여성에 대한 가혹한 묘사가 혐오스럽고 영화주제와는 무관하다. 결론적으로 이 영화의 메세지는 그냥 포장인거고, 스너프필름과 포르노의 합작이라고 보면 맞다.	메세지/의미
아이고 의미없다. 일본영화의 몰락	메세지/의미
풍자를 위해서 '카자흐스탄'이란 나라가 똥이 되던말던... 메세지의 전달 문제보다 미국인들에게 익숙치 않은(이게 선정이유겠지만) 카자흐스탄을 통해 풍자 메세지를 보내는 것 자체가 아이러니하게도 굉장히 위험한 사고방식	메세지/의미
평점이 무슨의미가 있을까?... 국내개봉작이라는게 놀랍다...	메세지/의미
빅오나아르젠트소마에 열광한적이 없는 넘들은,평점남긴다는것자체가 무의미...감독 카타야마카즈요시가 극우성향의애니신해저군함을 연출한적이 있다고해서,달려드는 넘들이,지지하는 정당은 맨날,세누리당,정치가는 맨날 유신공주 박모여사,너희들의이중성에 경의를 표한다	메세지/의미
좋은영화인데 평점이 낮아 안타깝네요. 연평해전을 흥미를 목적으로 본게 아닌것처럼 앎을 목적으로 본다면 큰 도움이 되는 의미담긴 좋은영화입니다.	메세지/의미
보여주기 위한 영화...내용이 난해다니기보다는 정말 의미 없다	메세지/의미
정말 감동적인 최고의영화가 될뻔했는데 희망적메시지를 전달하기위해 그냥 괜찮은영화가 되어버렸다.그래도 정말 독특하고 재미있는영화임에는 틀림없다.	메세지/의미
메시지야 그럭저럭, 한국정서로는 이해 안가는 운명이해론.	메세지/의미
다들 보게되신 경로가 비슷 저역시 금성비디오 살때.. 많은의미가 있는영화.	메세지/의미
나름대로 의미있는 메시지를 전달하려고 노력한 흔적이 보이나...90년대초의 영화를.	메세지/의미
음악과 함께 전해져오는 메시지 !!	메세지/의미
모두에겐 불안함이 잇다 하지만 사회라는 틀에서 억압되고 끝없이 잠재되어 속이고잇다 그러나 난 이영화에대한 객관적인 평가마져 속이고 싶지않다 메세지에 비해 실속없는 대사와연출 무서운ost하나 없는 이영화는 양날의 칼날이다	메세지/의미
뭔놈의 다큐가 논점도 없도 의미없이 지루하게 허접하게 어설프게 러닝타임만 졸라게기네 평론가 허세평점.그저 영화제영화라면 빨아대면 내가 수준이 높다 싶은거냐? 니들 수준 안목 내 발밑이다.이딴 허접다큐에 7점이상 남발한 평론가들은 평론가 자격박탈.	메세지/의미
사실적인 감동을 추구했으나 리얼리즘도 약하고 스타일리쉬도 아님. 무의미 B급.	메세지/의미
사랑의 의미가 돋보였던 영화에요..	메세지/의미
이 영화에 나오는 잔인한 부분은 시각적으로 자극을 줄려고 만든 것이 아니라 영화가 전달하고자 하는 부분들을깊게 나타내기 위한 요소로 느껴져서 너무 좋앗습니다. 고통이 가지는 의미 전쟁의 참혹함.. 마지막 부분의 여운은 정말.... 최고네요ㅜㅜ	메세지/의미
침묵속에서 관객에게 어떤 메세지를 주려는지 알수 없는 재미를 느끼지 못하는 영상물	메세지/의미
하~~~~품. 모자이크 ^^ 그냥 웃음이 나오네. 줄거리.의미 다필요없구 호모를 위한 그냥 재미없는 호모영화	메세지/의미
살육과 잔인만이 팽배하다. 그 이상의 의미는 없는 스릴러.	메세지/의미
모든것이 섞이는 큰강이 아닌 건널수 없는 의미의 큰강같다	메세지/의미
아 정말 취향탄다 이건 영화에 대한 모독이다 의미만 전달하면 전부 영화냐??	메세지/의미
원작 파악은 제대로 하고 만든건지 캐릭터 붕괴에 스토리도 엉망..전작들은 보고 나면 메세지가 남았는데 이건 뭐하자는건지 모르겠음 더큰건 성우를 싹다 바꿔서 몰입도 안됨 솔직히 프리퀄이라 걱정되면서도 기대했는데 진짜 엄청 실망함	메세지/의미
교육적인 메시지와 영화 주제가 너무 감동적이였어요 올여름 강추 애니입니다	메세지/의미
메시지가 좋다. 누구나 다 화려한 청춘일 순 없지. 내 인생의 잉여만 안되면 되는거임.	메세지/의미
구구절절 설명하고 이해시키려는 노력이 큰 의미없이 다가온다. 차라리 이유없는 사이코패스를 그려내는 쪽이 나았을듯. 괜찮은 아이디어와 흥미로운 장면들이 꽤나 있지만 팀장의 연기력이 끊임없이 맥을 끊는다.	메세지/의미
마을이라는 곳, 공도체라는 것, 함께 산다는 의미에 대해 좀더 깊숙하게 생각하게 되었네요. 혼자가 아니라 함께 한다는 것!	메세지/의미
